filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split
C:\Temp\deep\labeled_dataset\medium_notext\0084_cut_002.jpg,0084_cut_002.jpg,0084,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0084_cut_003.jpg,0084_cut_003.jpg,0084,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0084_cut_007.jpg,0084_cut_007.jpg,0084,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0084_cut_008.jpg,0084_cut_008.jpg,0084,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0087_cut_001.jpg,0087_cut_001.jpg,0087,medium_notext,medium,0,medium_notext,test
C:\Temp\deep\labeled_dataset\medium_notext\0089_cut_007.jpg,0089_cut_007.jpg,0089,medium_notext,medium,0,medium_notext,val
C:\Temp\deep\labeled_dataset\medium_notext\0089_cut_011.jpg,0089_cut_011.jpg,0089,medium_notext,medium,0,medium_notext,val
C:\Temp\deep\labeled_dataset\medium_notext\0093_cut_001.jpg,0093_cut_001.jpg,0093,medium_notext,medium,0,medium_notext,val
C:\Temp\deep\labeled_dataset\medium_notext\0093_cut_019.jpg,0093_cut_019.jpg,0093,medium_notext,medium,0,medium_notext,val
C:\Temp\deep\labeled_dataset\medium_notext\0098_cut_002.jpg,0098_cut_002.jpg,0098,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0105_cut_001.jpg,0105_cut_001.jpg,0105,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0106_cut_008.jpg,0106_cut_008.jpg,0106,medium_notext,medium,0,medium_notext,val
C:\Temp\deep\labeled_dataset\medium_notext\0108_cut_014.jpg,0108_cut_014.jpg,0108,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0109_cut_010.jpg,0109_cut_010.jpg,0109,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0109_cut_012.jpg,0109_cut_012.jpg,0109,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0109_cut_016.jpg,0109_cut_016.jpg,0109,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0114_cut_002.jpg,0114_cut_002.jpg,0114,medium_notext,medium,0,medium_notext,test
C:\Temp\deep\labeled_dataset\medium_notext\0117_cut_001.jpg,0117_cut_001.jpg,0117,medium_notext,medium,0,medium_notext,val
C:\Temp\deep\labeled_dataset\medium_notext\0117_cut_003.jpg,0117_cut_003.jpg,0117,medium_notext,medium,0,medium_notext,val
C:\Temp\deep\labeled_dataset\medium_notext\0119_cut_012.jpg,0119_cut_012.jpg,0119,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0119_cut_013.jpg,0119_cut_013.jpg,0119,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0122_cut_003.jpg,0122_cut_003.jpg,0122,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0123_cut_002.jpg,0123_cut_002.jpg,0123,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0123_cut_003.jpg,0123_cut_003.jpg,0123,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0123_cut_009.jpg,0123_cut_009.jpg,0123,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_notext\0127_cut_002.jpg,0127_cut_002.jpg,0127,medium_notext,medium,0,medium_notext,train
C:\Temp\deep\labeled_dataset\medium_text\0001_cut_001.jpg,0001_cut_001.jpg,0001,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0001_cut_002.jpg,0001_cut_002.jpg,0001,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0001_cut_004.jpg,0001_cut_004.jpg,0001,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0003_cut_002.jpg,0003_cut_002.jpg,0003,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0003_cut_004.jpg,0003_cut_004.jpg,0003,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0003_cut_005.jpg,0003_cut_005.jpg,0003,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0003_cut_006.jpg,0003_cut_006.jpg,0003,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0003_cut_008.jpg,0003_cut_008.jpg,0003,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0003_cut_009.jpg,0003_cut_009.jpg,0003,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0003_cut_011.jpg,0003_cut_011.jpg,0003,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0003_cut_013.jpg,0003_cut_013.jpg,0003,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0005_cut_013.jpg,0005_cut_013.jpg,0005,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0006_cut_001.jpg,0006_cut_001.jpg,0006,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0006_cut_002.jpg,0006_cut_002.jpg,0006,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0006_cut_003.jpg,0006_cut_003.jpg,0006,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0006_cut_004.jpg,0006_cut_004.jpg,0006,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0006_cut_005.jpg,0006_cut_005.jpg,0006,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0007_cut_001.jpg,0007_cut_001.jpg,0007,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0010_cut_001.jpg,0010_cut_001.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0010_cut_003.jpg,0010_cut_003.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0010_cut_008.jpg,0010_cut_008.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0010_cut_011.jpg,0010_cut_011.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0010_cut_012.jpg,0010_cut_012.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0010_cut_013.jpg,0010_cut_013.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0010_cut_016.jpg,0010_cut_016.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0010_cut_021.jpg,0010_cut_021.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0011_cut_001.jpg,0011_cut_001.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0011_cut_003.jpg,0011_cut_003.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0011_cut_005.jpg,0011_cut_005.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0011_cut_009.jpg,0011_cut_009.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0011_cut_010.jpg,0011_cut_010.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0011_cut_012.jpg,0011_cut_012.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0011_cut_013.jpg,0011_cut_013.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0011_cut_014.jpg,0011_cut_014.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0014_cut_006.jpg,0014_cut_006.jpg,0014,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0014_cut_007.jpg,0014_cut_007.jpg,0014,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0016_cut_001.jpg,0016_cut_001.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0016_cut_003.jpg,0016_cut_003.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0016_cut_009.jpg,0016_cut_009.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0016_cut_010.jpg,0016_cut_010.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0016_cut_011.jpg,0016_cut_011.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0016_cut_013.jpg,0016_cut_013.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0017_cut_003.jpg,0017_cut_003.jpg,0017,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0017_cut_004.jpg,0017_cut_004.jpg,0017,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0017_cut_006.jpg,0017_cut_006.jpg,0017,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0017_cut_007.jpg,0017_cut_007.jpg,0017,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0017_cut_010.jpg,0017_cut_010.jpg,0017,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0017_cut_012.jpg,0017_cut_012.jpg,0017,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0018_cut_004.jpg,0018_cut_004.jpg,0018,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0019_cut_001.jpg,0019_cut_001.jpg,0019,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0020_cut_002.jpg,0020_cut_002.jpg,0020,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0020_cut_003.jpg,0020_cut_003.jpg,0020,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0020_cut_004.jpg,0020_cut_004.jpg,0020,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0020_cut_005.jpg,0020_cut_005.jpg,0020,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0020_cut_006.jpg,0020_cut_006.jpg,0020,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0021_cut_004.jpg,0021_cut_004.jpg,0021,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0021_cut_005.jpg,0021_cut_005.jpg,0021,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0022_cut_005.jpg,0022_cut_005.jpg,0022,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0022_cut_006.jpg,0022_cut_006.jpg,0022,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_001.jpg,0023_cut_001.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_002.jpg,0023_cut_002.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_004.jpg,0023_cut_004.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_005.jpg,0023_cut_005.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_006.jpg,0023_cut_006.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_007.jpg,0023_cut_007.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_008.jpg,0023_cut_008.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_009.jpg,0023_cut_009.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_010.jpg,0023_cut_010.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_011.jpg,0023_cut_011.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_012.jpg,0023_cut_012.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_013.jpg,0023_cut_013.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_014.jpg,0023_cut_014.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_015.jpg,0023_cut_015.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_016.jpg,0023_cut_016.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_017.jpg,0023_cut_017.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_018.jpg,0023_cut_018.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_019.jpg,0023_cut_019.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0023_cut_020.jpg,0023_cut_020.jpg,0023,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_002.jpg,0024_cut_002.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_003.jpg,0024_cut_003.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_004.jpg,0024_cut_004.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_008.jpg,0024_cut_008.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_009.jpg,0024_cut_009.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_013.jpg,0024_cut_013.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_014.jpg,0024_cut_014.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_021.jpg,0024_cut_021.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_022.jpg,0024_cut_022.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_023.jpg,0024_cut_023.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_028.jpg,0024_cut_028.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0024_cut_032.jpg,0024_cut_032.jpg,0024,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0025_cut_001.jpg,0025_cut_001.jpg,0025,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0025_cut_003.jpg,0025_cut_003.jpg,0025,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0025_cut_004.jpg,0025_cut_004.jpg,0025,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0025_cut_008.jpg,0025_cut_008.jpg,0025,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0025_cut_009.jpg,0025_cut_009.jpg,0025,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0025_cut_010.jpg,0025_cut_010.jpg,0025,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0025_cut_012.jpg,0025_cut_012.jpg,0025,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0026_cut_001.jpg,0026_cut_001.jpg,0026,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0026_cut_003.jpg,0026_cut_003.jpg,0026,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0026_cut_004.jpg,0026_cut_004.jpg,0026,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0027_cut_001.jpg,0027_cut_001.jpg,0027,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0027_cut_002.jpg,0027_cut_002.jpg,0027,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0028_cut_001.jpg,0028_cut_001.jpg,0028,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0028_cut_002.jpg,0028_cut_002.jpg,0028,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0028_cut_003.jpg,0028_cut_003.jpg,0028,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0028_cut_005.jpg,0028_cut_005.jpg,0028,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0028_cut_008.jpg,0028_cut_008.jpg,0028,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0028_cut_009.jpg,0028_cut_009.jpg,0028,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0028_cut_011.jpg,0028_cut_011.jpg,0028,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0029_cut_005.jpg,0029_cut_005.jpg,0029,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0029_cut_007.jpg,0029_cut_007.jpg,0029,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0029_cut_012.jpg,0029_cut_012.jpg,0029,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0029_cut_019.jpg,0029_cut_019.jpg,0029,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0029_cut_029.jpg,0029_cut_029.jpg,0029,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_001.jpg,0030_cut_001.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_002.jpg,0030_cut_002.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_004.jpg,0030_cut_004.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_005.jpg,0030_cut_005.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_006.jpg,0030_cut_006.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_007.jpg,0030_cut_007.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_009.jpg,0030_cut_009.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_023.jpg,0030_cut_023.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_024.jpg,0030_cut_024.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0030_cut_026.jpg,0030_cut_026.jpg,0030,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0032_cut_002.jpg,0032_cut_002.jpg,0032,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0032_cut_003.jpg,0032_cut_003.jpg,0032,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0032_cut_004.jpg,0032_cut_004.jpg,0032,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0033_cut_001.jpg,0033_cut_001.jpg,0033,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0033_cut_002.jpg,0033_cut_002.jpg,0033,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0033_cut_003.jpg,0033_cut_003.jpg,0033,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0033_cut_004.jpg,0033_cut_004.jpg,0033,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0033_cut_005.jpg,0033_cut_005.jpg,0033,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0033_cut_006.jpg,0033_cut_006.jpg,0033,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0034_cut_002.jpg,0034_cut_002.jpg,0034,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0034_cut_003.jpg,0034_cut_003.jpg,0034,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0034_cut_007.jpg,0034_cut_007.jpg,0034,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0034_cut_008.jpg,0034_cut_008.jpg,0034,medium_text,medium,1,medium_text,val
C:\Temp\deep\labeled_dataset\medium_text\0037_cut_003.jpg,0037_cut_003.jpg,0037,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0037_cut_004.jpg,0037_cut_004.jpg,0037,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0037_cut_005.jpg,0037_cut_005.jpg,0037,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0037_cut_006.jpg,0037_cut_006.jpg,0037,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0037_cut_008.jpg,0037_cut_008.jpg,0037,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0037_cut_009.jpg,0037_cut_009.jpg,0037,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0037_cut_011.jpg,0037_cut_011.jpg,0037,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0038_cut_001.jpg,0038_cut_001.jpg,0038,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0039_cut_002.jpg,0039_cut_002.jpg,0039,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0040_cut_001.jpg,0040_cut_001.jpg,0040,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0040_cut_004.jpg,0040_cut_004.jpg,0040,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0040_cut_008.jpg,0040_cut_008.jpg,0040,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0040_cut_009.jpg,0040_cut_009.jpg,0040,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0040_cut_013.jpg,0040_cut_013.jpg,0040,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0040_cut_017.jpg,0040_cut_017.jpg,0040,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0041_cut_001.jpg,0041_cut_001.jpg,0041,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0042_cut_001.jpg,0042_cut_001.jpg,0042,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0043_cut_001.jpg,0043_cut_001.jpg,0043,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0043_cut_002.jpg,0043_cut_002.jpg,0043,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_001.jpg,0044_cut_001.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_004.jpg,0044_cut_004.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_006.jpg,0044_cut_006.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_007.jpg,0044_cut_007.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_008.jpg,0044_cut_008.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_009.jpg,0044_cut_009.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_010.jpg,0044_cut_010.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_012.jpg,0044_cut_012.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_013.jpg,0044_cut_013.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_014.jpg,0044_cut_014.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_016.jpg,0044_cut_016.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_017.jpg,0044_cut_017.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_020.jpg,0044_cut_020.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0044_cut_022.jpg,0044_cut_022.jpg,0044,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0045_cut_002.jpg,0045_cut_002.jpg,0045,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0045_cut_003.jpg,0045_cut_003.jpg,0045,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0045_cut_005.jpg,0045_cut_005.jpg,0045,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0047_cut_005.jpg,0047_cut_005.jpg,0047,medium_text,medium,1,medium_text,train
C:\Temp\deep\labeled_dataset\medium_text\0048_cut_002.jpg,0048_cut_002.jpg,0048,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0048_cut_008.jpg,0048_cut_008.jpg,0048,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0048_cut_013.jpg,0048_cut_013.jpg,0048,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0048_cut_014.jpg,0048_cut_014.jpg,0048,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0048_cut_015.jpg,0048_cut_015.jpg,0048,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0048_cut_016.jpg,0048_cut_016.jpg,0048,medium_text,medium,1,medium_text,test
C:\Temp\deep\labeled_dataset\medium_text\0048_cut_018.jpg,0048_cut_018.jpg,0048,medium_text,medium,1,medium_text,test
