filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_014.jpg,0048_cut_014.jpg,0048,medium_text,medium,1,medium_text,train,517
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_015.jpg,0048_cut_015.jpg,0048,medium_text,medium,1,medium_text,train,518
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_016.jpg,0048_cut_016.jpg,0048,medium_text,medium,1,medium_text,train,519
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_018.jpg,0048_cut_018.jpg,0048,medium_text,medium,1,medium_text,train,520
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_020.jpg,0048_cut_020.jpg,0048,medium_text,medium,1,medium_text,train,521
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_023.jpg,0048_cut_023.jpg,0048,medium_text,medium,1,medium_text,train,522
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_025.jpg,0048_cut_025.jpg,0048,medium_text,medium,1,medium_text,train,523
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_026.jpg,0048_cut_026.jpg,0048,medium_text,medium,1,medium_text,train,524
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_028.jpg,0048_cut_028.jpg,0048,medium_text,medium,1,medium_text,train,525
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_029.jpg,0048_cut_029.jpg,0048,medium_text,medium,1,medium_text,train,526
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_034.jpg,0048_cut_034.jpg,0048,medium_text,medium,1,medium_text,train,527
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_036.jpg,0048_cut_036.jpg,0048,medium_text,medium,1,medium_text,train,528
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_038.jpg,0048_cut_038.jpg,0048,medium_text,medium,1,medium_text,train,529
C:\Temp\shot-classification\labeled_dataset\object_text\0048_cut_009.jpg,0048_cut_009.jpg,0048,object_text,object,1,object_text,train,530
C:\Temp\shot-classification\labeled_dataset\object_text\0048_cut_010.jpg,0048_cut_010.jpg,0048,object_text,object,1,object_text,train,531
C:\Temp\shot-classification\labeled_dataset\object_text\0048_cut_011.jpg,0048_cut_011.jpg,0048,object_text,object,1,object_text,train,532
C:\Temp\shot-classification\labeled_dataset\object_text\0048_cut_012.jpg,0048_cut_012.jpg,0048,object_text,object,1,object_text,train,533
C:\Temp\shot-classification\labeled_dataset\space_text\0048_cut_003.jpg,0048_cut_003.jpg,0048,space_text,space,1,space_text,train,534
C:\Temp\shot-classification\labeled_dataset\wide_text\0048_cut_004.jpg,0048_cut_004.jpg,0048,wide_text,wide,1,wide_text,train,535
C:\Temp\shot-classification\labeled_dataset\wide_text\0048_cut_006.jpg,0048_cut_006.jpg,0048,wide_text,wide,1,wide_text,train,536
C:\Temp\shot-classification\labeled_dataset\wide_text\0048_cut_007.jpg,0048_cut_007.jpg,0048,wide_text,wide,1,wide_text,train,537
C:\Temp\shot-classification\labeled_dataset\medium_text\0049_cut_001.jpg,0049_cut_001.jpg,0049,medium_text,medium,1,medium_text,train,538
C:\Temp\shot-classification\labeled_dataset\wide_text\0049_cut_002.jpg,0049_cut_002.jpg,0049,wide_text,wide,1,wide_text,train,539
C:\Temp\shot-classification\labeled_dataset\wide_text\0049_cut_003.jpg,0049_cut_003.jpg,0049,wide_text,wide,1,wide_text,train,540
C:\Temp\shot-classification\labeled_dataset\medium_notext\0050_cut_004.jpg,0050_cut_004.jpg,0050,medium_notext,medium,0,medium_notext,train,541
C:\Temp\shot-classification\labeled_dataset\medium_notext\0050_cut_005.jpg,0050_cut_005.jpg,0050,medium_notext,medium,0,medium_notext,train,542
C:\Temp\shot-classification\labeled_dataset\wide_notext\0050_cut_002.jpg,0050_cut_002.jpg,0050,wide_notext,wide,0,wide_notext,train,543
C:\Temp\shot-classification\labeled_dataset\wide_notext\0050_cut_003.jpg,0050_cut_003.jpg,0050,wide_notext,wide,0,wide_notext,train,544
C:\Temp\shot-classification\labeled_dataset\wide_notext\0050_cut_006.jpg,0050_cut_006.jpg,0050,wide_notext,wide,0,wide_notext,train,545
C:\Temp\shot-classification\labeled_dataset\wide_notext\0050_cut_007.jpg,0050_cut_007.jpg,0050,wide_notext,wide,0,wide_notext,train,546
C:\Temp\shot-classification\labeled_dataset\wide_text\0050_cut_001.jpg,0050_cut_001.jpg,0050,wide_text,wide,1,wide_text,train,547
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_001.jpg,0051_cut_001.jpg,0051,medium_notext,medium,0,medium_notext,train,548
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_002.jpg,0051_cut_002.jpg,0051,medium_notext,medium,0,medium_notext,train,549
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_004.jpg,0051_cut_004.jpg,0051,medium_notext,medium,0,medium_notext,train,550
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_005.jpg,0051_cut_005.jpg,0051,medium_notext,medium,0,medium_notext,train,551
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_006.jpg,0051_cut_006.jpg,0051,medium_notext,medium,0,medium_notext,train,552
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_007.jpg,0051_cut_007.jpg,0051,medium_notext,medium,0,medium_notext,train,553
C:\Temp\shot-classification\labeled_dataset\object_notext\0051_cut_003.jpg,0051_cut_003.jpg,0051,object_notext,object,0,object_notext,train,554
C:\Temp\shot-classification\labeled_dataset\object_notext\0051_cut_008.jpg,0051_cut_008.jpg,0051,object_notext,object,0,object_notext,train,555
C:\Temp\shot-classification\labeled_dataset\object_notext\0051_cut_009.jpg,0051_cut_009.jpg,0051,object_notext,object,0,object_notext,train,556
C:\Temp\shot-classification\labeled_dataset\object_notext\0051_cut_010.jpg,0051_cut_010.jpg,0051,object_notext,object,0,object_notext,train,557
C:\Temp\shot-classification\labeled_dataset\medium_notext\0052_cut_001.jpg,0052_cut_001.jpg,0052,medium_notext,medium,0,medium_notext,train,558
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_008.jpg,0052_cut_008.jpg,0052,medium_text,medium,1,medium_text,train,559
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_009.jpg,0052_cut_009.jpg,0052,medium_text,medium,1,medium_text,train,560
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_010.jpg,0052_cut_010.jpg,0052,medium_text,medium,1,medium_text,train,561
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_014.jpg,0052_cut_014.jpg,0052,medium_text,medium,1,medium_text,train,562
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_015.jpg,0052_cut_015.jpg,0052,medium_text,medium,1,medium_text,train,563
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_016.jpg,0052_cut_016.jpg,0052,medium_text,medium,1,medium_text,train,564
C:\Temp\shot-classification\labeled_dataset\object_notext\0052_cut_004.jpg,0052_cut_004.jpg,0052,object_notext,object,0,object_notext,train,565
C:\Temp\shot-classification\labeled_dataset\object_notext\0052_cut_006.jpg,0052_cut_006.jpg,0052,object_notext,object,0,object_notext,train,566
C:\Temp\shot-classification\labeled_dataset\object_notext\0052_cut_022.jpg,0052_cut_022.jpg,0052,object_notext,object,0,object_notext,train,567
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_002.jpg,0052_cut_002.jpg,0052,object_text,object,1,object_text,train,568
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_003.jpg,0052_cut_003.jpg,0052,object_text,object,1,object_text,train,569
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_005.jpg,0052_cut_005.jpg,0052,object_text,object,1,object_text,train,570
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_007.jpg,0052_cut_007.jpg,0052,object_text,object,1,object_text,train,571
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_011.jpg,0052_cut_011.jpg,0052,object_text,object,1,object_text,train,572
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_012.jpg,0052_cut_012.jpg,0052,object_text,object,1,object_text,train,573
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_013.jpg,0052_cut_013.jpg,0052,object_text,object,1,object_text,train,574
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_017.jpg,0052_cut_017.jpg,0052,object_text,object,1,object_text,train,575
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_018.jpg,0052_cut_018.jpg,0052,object_text,object,1,object_text,train,576
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_020.jpg,0052_cut_020.jpg,0052,object_text,object,1,object_text,train,577
C:\Temp\shot-classification\labeled_dataset\wide_text\0052_cut_019.jpg,0052_cut_019.jpg,0052,wide_text,wide,1,wide_text,train,578
C:\Temp\shot-classification\labeled_dataset\close-up_text\0053_cut_018.jpg,0053_cut_018.jpg,0053,close-up_text,close-up,1,close-up_text,train,579
C:\Temp\shot-classification\labeled_dataset\close-up_text\0053_cut_019.jpg,0053_cut_019.jpg,0053,close-up_text,close-up,1,close-up_text,train,580
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_001.jpg,0053_cut_001.jpg,0053,medium_text,medium,1,medium_text,train,581
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_002.jpg,0053_cut_002.jpg,0053,medium_text,medium,1,medium_text,train,582
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_003.jpg,0053_cut_003.jpg,0053,medium_text,medium,1,medium_text,train,583
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_004.jpg,0053_cut_004.jpg,0053,medium_text,medium,1,medium_text,train,584
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_005.jpg,0053_cut_005.jpg,0053,medium_text,medium,1,medium_text,train,585
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_006.jpg,0053_cut_006.jpg,0053,medium_text,medium,1,medium_text,train,586
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_007.jpg,0053_cut_007.jpg,0053,medium_text,medium,1,medium_text,train,587
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_008.jpg,0053_cut_008.jpg,0053,medium_text,medium,1,medium_text,train,588
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_009.jpg,0053_cut_009.jpg,0053,medium_text,medium,1,medium_text,train,589
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_010.jpg,0053_cut_010.jpg,0053,medium_text,medium,1,medium_text,train,590
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_011.jpg,0053_cut_011.jpg,0053,medium_text,medium,1,medium_text,train,591
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_012.jpg,0053_cut_012.jpg,0053,medium_text,medium,1,medium_text,train,592
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_013.jpg,0053_cut_013.jpg,0053,medium_text,medium,1,medium_text,train,593
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_014.jpg,0053_cut_014.jpg,0053,medium_text,medium,1,medium_text,train,594
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_015.jpg,0053_cut_015.jpg,0053,medium_text,medium,1,medium_text,train,595
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_016.jpg,0053_cut_016.jpg,0053,medium_text,medium,1,medium_text,train,596
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_020.jpg,0053_cut_020.jpg,0053,medium_text,medium,1,medium_text,train,597
C:\Temp\shot-classification\labeled_dataset\wide_notext\0053_cut_017.jpg,0053_cut_017.jpg,0053,wide_notext,wide,0,wide_notext,train,598
C:\Temp\shot-classification\labeled_dataset\medium_notext\0054_cut_002.jpg,0054_cut_002.jpg,0054,medium_notext,medium,0,medium_notext,train,599
C:\Temp\shot-classification\labeled_dataset\medium_notext\0054_cut_003.jpg,0054_cut_003.jpg,0054,medium_notext,medium,0,medium_notext,train,600
C:\Temp\shot-classification\labeled_dataset\medium_notext\0054_cut_005.jpg,0054_cut_005.jpg,0054,medium_notext,medium,0,medium_notext,train,601
C:\Temp\shot-classification\labeled_dataset\medium_notext\0054_cut_010.jpg,0054_cut_010.jpg,0054,medium_notext,medium,0,medium_notext,train,602
C:\Temp\shot-classification\labeled_dataset\medium_text\0054_cut_008.jpg,0054_cut_008.jpg,0054,medium_text,medium,1,medium_text,train,603
C:\Temp\shot-classification\labeled_dataset\medium_text\0054_cut_012.jpg,0054_cut_012.jpg,0054,medium_text,medium,1,medium_text,train,604
C:\Temp\shot-classification\labeled_dataset\wide_notext\0054_cut_004.jpg,0054_cut_004.jpg,0054,wide_notext,wide,0,wide_notext,train,605
C:\Temp\shot-classification\labeled_dataset\wide_notext\0054_cut_006.jpg,0054_cut_006.jpg,0054,wide_notext,wide,0,wide_notext,train,606
C:\Temp\shot-classification\labeled_dataset\wide_notext\0054_cut_007.jpg,0054_cut_007.jpg,0054,wide_notext,wide,0,wide_notext,train,607
C:\Temp\shot-classification\labeled_dataset\wide_notext\0054_cut_009.jpg,0054_cut_009.jpg,0054,wide_notext,wide,0,wide_notext,train,608
C:\Temp\shot-classification\labeled_dataset\wide_notext\0054_cut_011.jpg,0054_cut_011.jpg,0054,wide_notext,wide,0,wide_notext,train,609
C:\Temp\shot-classification\labeled_dataset\wide_notext\0054_cut_014.jpg,0054_cut_014.jpg,0054,wide_notext,wide,0,wide_notext,train,610
C:\Temp\shot-classification\labeled_dataset\wide_text\0054_cut_001.jpg,0054_cut_001.jpg,0054,wide_text,wide,1,wide_text,train,611
C:\Temp\shot-classification\labeled_dataset\wide_text\0054_cut_013.jpg,0054_cut_013.jpg,0054,wide_text,wide,1,wide_text,train,612
C:\Temp\shot-classification\labeled_dataset\medium_text\0055_cut_001.jpg,0055_cut_001.jpg,0055,medium_text,medium,1,medium_text,train,613
C:\Temp\shot-classification\labeled_dataset\object_notext\0055_cut_004.jpg,0055_cut_004.jpg,0055,object_notext,object,0,object_notext,train,614
C:\Temp\shot-classification\labeled_dataset\object_notext\0055_cut_007.jpg,0055_cut_007.jpg,0055,object_notext,object,0,object_notext,train,615
C:\Temp\shot-classification\labeled_dataset\space_notext\0055_cut_006.jpg,0055_cut_006.jpg,0055,space_notext,space,0,space_notext,train,616
C:\Temp\shot-classification\labeled_dataset\close-up_text\0056_cut_001.jpg,0056_cut_001.jpg,0056,close-up_text,close-up,1,close-up_text,test,617
C:\Temp\shot-classification\labeled_dataset\close-up_text\0056_cut_018.jpg,0056_cut_018.jpg,0056,close-up_text,close-up,1,close-up_text,test,618
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_004.jpg,0056_cut_004.jpg,0056,object_text,object,1,object_text,test,619
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_005.jpg,0056_cut_005.jpg,0056,object_text,object,1,object_text,test,620
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_006.jpg,0056_cut_006.jpg,0056,object_text,object,1,object_text,test,621
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_010.jpg,0056_cut_010.jpg,0056,object_text,object,1,object_text,test,622
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_013.jpg,0056_cut_013.jpg,0056,object_text,object,1,object_text,test,623
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_015.jpg,0056_cut_015.jpg,0056,object_text,object,1,object_text,test,624
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_016.jpg,0056_cut_016.jpg,0056,object_text,object,1,object_text,test,625
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_017.jpg,0056_cut_017.jpg,0056,object_text,object,1,object_text,test,626
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_022.jpg,0056_cut_022.jpg,0056,object_text,object,1,object_text,test,627
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_023.jpg,0056_cut_023.jpg,0056,object_text,object,1,object_text,test,628
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_024.jpg,0056_cut_024.jpg,0056,object_text,object,1,object_text,test,629
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_025.jpg,0056_cut_025.jpg,0056,object_text,object,1,object_text,test,630
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_027.jpg,0056_cut_027.jpg,0056,object_text,object,1,object_text,test,631
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_029.jpg,0056_cut_029.jpg,0056,object_text,object,1,object_text,test,632
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_031.jpg,0056_cut_031.jpg,0056,object_text,object,1,object_text,test,633
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_032.jpg,0056_cut_032.jpg,0056,object_text,object,1,object_text,test,634
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_033.jpg,0056_cut_033.jpg,0056,object_text,object,1,object_text,test,635
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_034.jpg,0056_cut_034.jpg,0056,object_text,object,1,object_text,test,636
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_035.jpg,0056_cut_035.jpg,0056,object_text,object,1,object_text,test,637
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_003.jpg,0056_cut_003.jpg,0056,space_text,space,1,space_text,test,638
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_007.jpg,0056_cut_007.jpg,0056,space_text,space,1,space_text,test,639
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_008.jpg,0056_cut_008.jpg,0056,space_text,space,1,space_text,test,640
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_009.jpg,0056_cut_009.jpg,0056,space_text,space,1,space_text,test,641
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_011.jpg,0056_cut_011.jpg,0056,space_text,space,1,space_text,test,642
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_012.jpg,0056_cut_012.jpg,0056,space_text,space,1,space_text,test,643
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_014.jpg,0056_cut_014.jpg,0056,space_text,space,1,space_text,test,644
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_019.jpg,0056_cut_019.jpg,0056,space_text,space,1,space_text,test,645
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_021.jpg,0056_cut_021.jpg,0056,space_text,space,1,space_text,test,646
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_026.jpg,0056_cut_026.jpg,0056,space_text,space,1,space_text,test,647
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_028.jpg,0056_cut_028.jpg,0056,space_text,space,1,space_text,test,648
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_030.jpg,0056_cut_030.jpg,0056,space_text,space,1,space_text,test,649
C:\Temp\shot-classification\labeled_dataset\wide_text\0056_cut_002.jpg,0056_cut_002.jpg,0056,wide_text,wide,1,wide_text,test,650
C:\Temp\shot-classification\labeled_dataset\close-up_text\0057_cut_002.jpg,0057_cut_002.jpg,0057,close-up_text,close-up,1,close-up_text,test,651
C:\Temp\shot-classification\labeled_dataset\medium_text\0057_cut_001.jpg,0057_cut_001.jpg,0057,medium_text,medium,1,medium_text,test,652
C:\Temp\shot-classification\labeled_dataset\medium_text\0057_cut_003.jpg,0057_cut_003.jpg,0057,medium_text,medium,1,medium_text,test,653
C:\Temp\shot-classification\labeled_dataset\medium_text\0057_cut_004.jpg,0057_cut_004.jpg,0057,medium_text,medium,1,medium_text,test,654
C:\Temp\shot-classification\labeled_dataset\object_text\0057_cut_005.jpg,0057_cut_005.jpg,0057,object_text,object,1,object_text,test,655
C:\Temp\shot-classification\labeled_dataset\object_text\0057_cut_006.jpg,0057_cut_006.jpg,0057,object_text,object,1,object_text,test,656
C:\Temp\shot-classification\labeled_dataset\object_text\0057_cut_007.jpg,0057_cut_007.jpg,0057,object_text,object,1,object_text,test,657
C:\Temp\shot-classification\labeled_dataset\object_text\0057_cut_008.jpg,0057_cut_008.jpg,0057,object_text,object,1,object_text,test,658
C:\Temp\shot-classification\labeled_dataset\object_text\0058_cut_001.jpg,0058_cut_001.jpg,0058,object_text,object,1,object_text,train,659
C:\Temp\shot-classification\labeled_dataset\object_text\0058_cut_002.jpg,0058_cut_002.jpg,0058,object_text,object,1,object_text,train,660
C:\Temp\shot-classification\labeled_dataset\object_text\0058_cut_004.jpg,0058_cut_004.jpg,0058,object_text,object,1,object_text,train,661
C:\Temp\shot-classification\labeled_dataset\object_text\0058_cut_005.jpg,0058_cut_005.jpg,0058,object_text,object,1,object_text,train,662
C:\Temp\shot-classification\labeled_dataset\object_text\0058_cut_006.jpg,0058_cut_006.jpg,0058,object_text,object,1,object_text,train,663
C:\Temp\shot-classification\labeled_dataset\object_text\0058_cut_007.jpg,0058_cut_007.jpg,0058,object_text,object,1,object_text,train,664
C:\Temp\shot-classification\labeled_dataset\object_text\0058_cut_008.jpg,0058_cut_008.jpg,0058,object_text,object,1,object_text,train,665
C:\Temp\shot-classification\labeled_dataset\space_text\0058_cut_003.jpg,0058_cut_003.jpg,0058,space_text,space,1,space_text,train,666
C:\Temp\shot-classification\labeled_dataset\object_text\0059_cut_001.jpg,0059_cut_001.jpg,0059,object_text,object,1,object_text,train,667
C:\Temp\shot-classification\labeled_dataset\object_text\0059_cut_002.jpg,0059_cut_002.jpg,0059,object_text,object,1,object_text,train,668
C:\Temp\shot-classification\labeled_dataset\object_text\0059_cut_003.jpg,0059_cut_003.jpg,0059,object_text,object,1,object_text,train,669
C:\Temp\shot-classification\labeled_dataset\object_text\0059_cut_004.jpg,0059_cut_004.jpg,0059,object_text,object,1,object_text,train,670
C:\Temp\shot-classification\labeled_dataset\object_text\0059_cut_005.jpg,0059_cut_005.jpg,0059,object_text,object,1,object_text,train,671
C:\Temp\shot-classification\labeled_dataset\object_text\0059_cut_006.jpg,0059_cut_006.jpg,0059,object_text,object,1,object_text,train,672
C:\Temp\shot-classification\labeled_dataset\object_text\0060_cut_002.jpg,0060_cut_002.jpg,0060,object_text,object,1,object_text,train,673
C:\Temp\shot-classification\labeled_dataset\object_text\0060_cut_004.jpg,0060_cut_004.jpg,0060,object_text,object,1,object_text,train,674
C:\Temp\shot-classification\labeled_dataset\object_text\0060_cut_005.jpg,0060_cut_005.jpg,0060,object_text,object,1,object_text,train,675
C:\Temp\shot-classification\labeled_dataset\object_text\0060_cut_009.jpg,0060_cut_009.jpg,0060,object_text,object,1,object_text,train,676
C:\Temp\shot-classification\labeled_dataset\space_text\0060_cut_003.jpg,0060_cut_003.jpg,0060,space_text,space,1,space_text,train,677
C:\Temp\shot-classification\labeled_dataset\space_text\0060_cut_006.jpg,0060_cut_006.jpg,0060,space_text,space,1,space_text,train,678
C:\Temp\shot-classification\labeled_dataset\space_text\0060_cut_007.jpg,0060_cut_007.jpg,0060,space_text,space,1,space_text,train,679
C:\Temp\shot-classification\labeled_dataset\space_text\0060_cut_008.jpg,0060_cut_008.jpg,0060,space_text,space,1,space_text,train,680
C:\Temp\shot-classification\labeled_dataset\space_text\0060_cut_010.jpg,0060_cut_010.jpg,0060,space_text,space,1,space_text,train,681
C:\Temp\shot-classification\labeled_dataset\object_notext\0061_cut_003.jpg,0061_cut_003.jpg,0061,object_notext,object,0,object_notext,val,682
C:\Temp\shot-classification\labeled_dataset\object_notext\0061_cut_005.jpg,0061_cut_005.jpg,0061,object_notext,object,0,object_notext,val,683
C:\Temp\shot-classification\labeled_dataset\object_text\0061_cut_008.jpg,0061_cut_008.jpg,0061,object_text,object,1,object_text,val,684
C:\Temp\shot-classification\labeled_dataset\space_text\0061_cut_001.jpg,0061_cut_001.jpg,0061,space_text,space,1,space_text,val,685
C:\Temp\shot-classification\labeled_dataset\space_text\0061_cut_002.jpg,0061_cut_002.jpg,0061,space_text,space,1,space_text,val,686
C:\Temp\shot-classification\labeled_dataset\space_text\0061_cut_004.jpg,0061_cut_004.jpg,0061,space_text,space,1,space_text,val,687
C:\Temp\shot-classification\labeled_dataset\space_text\0061_cut_007.jpg,0061_cut_007.jpg,0061,space_text,space,1,space_text,val,688
C:\Temp\shot-classification\labeled_dataset\object_notext\0062_cut_003.jpg,0062_cut_003.jpg,0062,object_notext,object,0,object_notext,train,689
C:\Temp\shot-classification\labeled_dataset\object_text\0062_cut_001.jpg,0062_cut_001.jpg,0062,object_text,object,1,object_text,train,690
C:\Temp\shot-classification\labeled_dataset\space_notext\0062_cut_002.jpg,0062_cut_002.jpg,0062,space_notext,space,0,space_notext,train,691
C:\Temp\shot-classification\labeled_dataset\space_notext\0062_cut_004.jpg,0062_cut_004.jpg,0062,space_notext,space,0,space_notext,train,692
C:\Temp\shot-classification\labeled_dataset\close-up_text\0063_cut_002.jpg,0063_cut_002.jpg,0063,close-up_text,close-up,1,close-up_text,train,693
C:\Temp\shot-classification\labeled_dataset\close-up_text\0063_cut_003.jpg,0063_cut_003.jpg,0063,close-up_text,close-up,1,close-up_text,train,694
C:\Temp\shot-classification\labeled_dataset\close-up_text\0063_cut_004.jpg,0063_cut_004.jpg,0063,close-up_text,close-up,1,close-up_text,train,695
C:\Temp\shot-classification\labeled_dataset\object_text\0063_cut_001.jpg,0063_cut_001.jpg,0063,object_text,object,1,object_text,train,696
C:\Temp\shot-classification\labeled_dataset\object_text\0063_cut_006.jpg,0063_cut_006.jpg,0063,object_text,object,1,object_text,train,697
C:\Temp\shot-classification\labeled_dataset\space_text\0063_cut_005.jpg,0063_cut_005.jpg,0063,space_text,space,1,space_text,train,698
C:\Temp\shot-classification\labeled_dataset\medium_text\0064_cut_001.jpg,0064_cut_001.jpg,0064,medium_text,medium,1,medium_text,train,699
C:\Temp\shot-classification\labeled_dataset\medium_text\0064_cut_002.jpg,0064_cut_002.jpg,0064,medium_text,medium,1,medium_text,train,700
C:\Temp\shot-classification\labeled_dataset\medium_text\0064_cut_003.jpg,0064_cut_003.jpg,0064,medium_text,medium,1,medium_text,train,701
C:\Temp\shot-classification\labeled_dataset\object_notext\0065_cut_001.jpg,0065_cut_001.jpg,0065,object_notext,object,0,object_notext,train,702
C:\Temp\shot-classification\labeled_dataset\close-up_text\0066_cut_003.jpg,0066_cut_003.jpg,0066,close-up_text,close-up,1,close-up_text,train,703
C:\Temp\shot-classification\labeled_dataset\close-up_text\0066_cut_004.jpg,0066_cut_004.jpg,0066,close-up_text,close-up,1,close-up_text,train,704
C:\Temp\shot-classification\labeled_dataset\close-up_text\0066_cut_005.jpg,0066_cut_005.jpg,0066,close-up_text,close-up,1,close-up_text,train,705
C:\Temp\shot-classification\labeled_dataset\space_text\0066_cut_002.jpg,0066_cut_002.jpg,0066,space_text,space,1,space_text,train,706
C:\Temp\shot-classification\labeled_dataset\space_notext\0067_cut_001.jpg,0067_cut_001.jpg,0067,space_notext,space,0,space_notext,val,707
C:\Temp\shot-classification\labeled_dataset\space_notext\0067_cut_003.jpg,0067_cut_003.jpg,0067,space_notext,space,0,space_notext,val,708
C:\Temp\shot-classification\labeled_dataset\space_notext\0067_cut_005.jpg,0067_cut_005.jpg,0067,space_notext,space,0,space_notext,val,709
C:\Temp\shot-classification\labeled_dataset\wide_notext\0067_cut_002.jpg,0067_cut_002.jpg,0067,wide_notext,wide,0,wide_notext,val,710
C:\Temp\shot-classification\labeled_dataset\wide_notext\0067_cut_004.jpg,0067_cut_004.jpg,0067,wide_notext,wide,0,wide_notext,val,711
C:\Temp\shot-classification\labeled_dataset\object_notext\0068_cut_006.jpg,0068_cut_006.jpg,0068,object_notext,object,0,object_notext,test,712
C:\Temp\shot-classification\labeled_dataset\object_text\0068_cut_001.jpg,0068_cut_001.jpg,0068,object_text,object,1,object_text,test,713
