filepath,filename,video_id,original_class,shot_type,has_text,joint_label
C:\Temp\shot-classification\labeled_dataset\medium_text\0033_cut_006.jpg,0033_cut_006.jpg,33,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_notext\0034_cut_006.jpg,0034_cut_006.jpg,34,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0034_cut_009.jpg,0034_cut_009.jpg,34,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_text\0034_cut_002.jpg,0034_cut_002.jpg,34,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0034_cut_003.jpg,0034_cut_003.jpg,34,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0034_cut_007.jpg,0034_cut_007.jpg,34,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0034_cut_008.jpg,0034_cut_008.jpg,34,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\wide_notext\0034_cut_004.jpg,0034_cut_004.jpg,34,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_text\0034_cut_001.jpg,0034_cut_001.jpg,34,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0034_cut_005.jpg,0034_cut_005.jpg,34,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_notext\0035_cut_001.jpg,0035_cut_001.jpg,35,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0035_cut_003.jpg,0035_cut_003.jpg,35,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_text\0035_cut_002.jpg,0035_cut_002.jpg,35,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0035_cut_004.jpg,0035_cut_004.jpg,35,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0036_cut_001.jpg,0036_cut_001.jpg,36,close-up_notext,close-up,0,close-up_notext
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0036_cut_008.jpg,0036_cut_008.jpg,36,close-up_notext,close-up,0,close-up_notext
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0036_cut_009.jpg,0036_cut_009.jpg,36,close-up_notext,close-up,0,close-up_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0036_cut_005.jpg,0036_cut_005.jpg,36,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0036_cut_006.jpg,0036_cut_006.jpg,36,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\space_notext\0036_cut_003.jpg,0036_cut_003.jpg,36,space_notext,space,0,space_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0036_cut_002.jpg,0036_cut_002.jpg,36,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0036_cut_007.jpg,0036_cut_007.jpg,36,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_text\0036_cut_004.jpg,0036_cut_004.jpg,36,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0037_cut_002.jpg,0037_cut_002.jpg,37,close-up_notext,close-up,0,close-up_notext
C:\Temp\shot-classification\labeled_dataset\medium_text\0037_cut_003.jpg,0037_cut_003.jpg,37,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0037_cut_004.jpg,0037_cut_004.jpg,37,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0037_cut_005.jpg,0037_cut_005.jpg,37,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0037_cut_006.jpg,0037_cut_006.jpg,37,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0037_cut_008.jpg,0037_cut_008.jpg,37,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0037_cut_009.jpg,0037_cut_009.jpg,37,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0037_cut_011.jpg,0037_cut_011.jpg,37,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\object_text\0037_cut_013.jpg,0037_cut_013.jpg,37,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\space_notext\0037_cut_001.jpg,0037_cut_001.jpg,37,space_notext,space,0,space_notext
C:\Temp\shot-classification\labeled_dataset\wide_text\0037_cut_012.jpg,0037_cut_012.jpg,37,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\medium_notext\0038_cut_006.jpg,0038_cut_006.jpg,38,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_text\0038_cut_001.jpg,0038_cut_001.jpg,38,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\wide_notext\0038_cut_003.jpg,0038_cut_003.jpg,38,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0038_cut_004.jpg,0038_cut_004.jpg,38,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0038_cut_005.jpg,0038_cut_005.jpg,38,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_text\0038_cut_002.jpg,0038_cut_002.jpg,38,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0039_cut_002.jpg,0039_cut_002.jpg,39,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\wide_notext\0039_cut_005.jpg,0039_cut_005.jpg,39,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_text\0039_cut_001.jpg,0039_cut_001.jpg,39,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0039_cut_003.jpg,0039_cut_003.jpg,39,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0039_cut_004.jpg,0039_cut_004.jpg,39,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0039_cut_006.jpg,0039_cut_006.jpg,39,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0040_cut_004.jpg,0040_cut_004.jpg,40,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0040_cut_005.jpg,0040_cut_005.jpg,40,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0040_cut_018.jpg,0040_cut_018.jpg,40,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0040_cut_001.jpg,0040_cut_001.jpg,40,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0040_cut_008.jpg,0040_cut_008.jpg,40,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0040_cut_009.jpg,0040_cut_009.jpg,40,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0040_cut_013.jpg,0040_cut_013.jpg,40,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0040_cut_017.jpg,0040_cut_017.jpg,40,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\object_text\0040_cut_003.jpg,0040_cut_003.jpg,40,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0040_cut_011.jpg,0040_cut_011.jpg,40,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0040_cut_012.jpg,0040_cut_012.jpg,40,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\space_text\0040_cut_006.jpg,0040_cut_006.jpg,40,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\space_text\0040_cut_007.jpg,0040_cut_007.jpg,40,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0040_cut_002.jpg,0040_cut_002.jpg,40,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0040_cut_010.jpg,0040_cut_010.jpg,40,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0040_cut_014.jpg,0040_cut_014.jpg,40,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0040_cut_016.jpg,0040_cut_016.jpg,40,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0041_cut_001.jpg,0041_cut_001.jpg,41,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\object_text\0041_cut_002.jpg,0041_cut_002.jpg,41,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0042_cut_001.jpg,0042_cut_001.jpg,42,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\object_text\0042_cut_004.jpg,0042_cut_004.jpg,42,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\space_text\0042_cut_005.jpg,0042_cut_005.jpg,42,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0042_cut_002.jpg,0042_cut_002.jpg,42,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0042_cut_006.jpg,0042_cut_006.jpg,42,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\medium_notext\0043_cut_005.jpg,0043_cut_005.jpg,43,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0043_cut_007.jpg,0043_cut_007.jpg,43,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_text\0043_cut_001.jpg,0043_cut_001.jpg,43,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0043_cut_002.jpg,0043_cut_002.jpg,43,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\wide_notext\0043_cut_003.jpg,0043_cut_003.jpg,43,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0043_cut_004.jpg,0043_cut_004.jpg,43,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0043_cut_006.jpg,0043_cut_006.jpg,43,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0044_cut_011.jpg,0044_cut_011.jpg,44,close-up_notext,close-up,0,close-up_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0044_cut_003.jpg,0044_cut_003.jpg,44,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0044_cut_005.jpg,0044_cut_005.jpg,44,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0044_cut_019.jpg,0044_cut_019.jpg,44,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_001.jpg,0044_cut_001.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_004.jpg,0044_cut_004.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_006.jpg,0044_cut_006.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_007.jpg,0044_cut_007.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_008.jpg,0044_cut_008.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_009.jpg,0044_cut_009.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_010.jpg,0044_cut_010.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_012.jpg,0044_cut_012.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_013.jpg,0044_cut_013.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_014.jpg,0044_cut_014.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_016.jpg,0044_cut_016.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_017.jpg,0044_cut_017.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_020.jpg,0044_cut_020.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0044_cut_022.jpg,0044_cut_022.jpg,44,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\object_notext\0044_cut_002.jpg,0044_cut_002.jpg,44,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\object_notext\0044_cut_015.jpg,0044_cut_015.jpg,44,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\object_notext\0044_cut_018.jpg,0044_cut_018.jpg,44,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\space_notext\0044_cut_021.jpg,0044_cut_021.jpg,44,space_notext,space,0,space_notext
C:\Temp\shot-classification\labeled_dataset\close-up_text\0045_cut_004.jpg,0045_cut_004.jpg,45,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0045_cut_002.jpg,0045_cut_002.jpg,45,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0045_cut_003.jpg,0045_cut_003.jpg,45,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0045_cut_005.jpg,0045_cut_005.jpg,45,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\wide_notext\0045_cut_001.jpg,0045_cut_001.jpg,45,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0046_cut_003.jpg,0046_cut_003.jpg,46,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_text\0046_cut_001.jpg,0046_cut_001.jpg,46,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0047_cut_004.jpg,0047_cut_004.jpg,47,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\medium_notext\0047_cut_003.jpg,0047_cut_003.jpg,47,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_text\0047_cut_005.jpg,0047_cut_005.jpg,47,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0047_cut_001.jpg,0047_cut_001.jpg,47,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0047_cut_002.jpg,0047_cut_002.jpg,47,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0048_cut_027.jpg,0048_cut_027.jpg,48,close-up_notext,close-up,0,close-up_notext
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_017.jpg,0048_cut_017.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_019.jpg,0048_cut_019.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_021.jpg,0048_cut_021.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_022.jpg,0048_cut_022.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_030.jpg,0048_cut_030.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_031.jpg,0048_cut_031.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_032.jpg,0048_cut_032.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_033.jpg,0048_cut_033.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_035.jpg,0048_cut_035.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_037.jpg,0048_cut_037.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0048_cut_039.jpg,0048_cut_039.jpg,48,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\medium_notext\0048_cut_001.jpg,0048_cut_001.jpg,48,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_002.jpg,0048_cut_002.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_008.jpg,0048_cut_008.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_013.jpg,0048_cut_013.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_014.jpg,0048_cut_014.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_015.jpg,0048_cut_015.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_016.jpg,0048_cut_016.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_018.jpg,0048_cut_018.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_020.jpg,0048_cut_020.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_023.jpg,0048_cut_023.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_025.jpg,0048_cut_025.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_026.jpg,0048_cut_026.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_028.jpg,0048_cut_028.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_029.jpg,0048_cut_029.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_034.jpg,0048_cut_034.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_036.jpg,0048_cut_036.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0048_cut_038.jpg,0048_cut_038.jpg,48,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\object_text\0048_cut_009.jpg,0048_cut_009.jpg,48,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0048_cut_010.jpg,0048_cut_010.jpg,48,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0048_cut_011.jpg,0048_cut_011.jpg,48,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0048_cut_012.jpg,0048_cut_012.jpg,48,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\space_text\0048_cut_003.jpg,0048_cut_003.jpg,48,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0048_cut_004.jpg,0048_cut_004.jpg,48,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0048_cut_006.jpg,0048_cut_006.jpg,48,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0048_cut_007.jpg,0048_cut_007.jpg,48,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0049_cut_001.jpg,0049_cut_001.jpg,49,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0049_cut_002.jpg,0049_cut_002.jpg,49,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0049_cut_003.jpg,0049_cut_003.jpg,49,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\medium_notext\0050_cut_004.jpg,0050_cut_004.jpg,50,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0050_cut_005.jpg,0050_cut_005.jpg,50,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0050_cut_002.jpg,0050_cut_002.jpg,50,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0050_cut_003.jpg,0050_cut_003.jpg,50,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0050_cut_006.jpg,0050_cut_006.jpg,50,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_notext\0050_cut_007.jpg,0050_cut_007.jpg,50,wide_notext,wide,0,wide_notext
C:\Temp\shot-classification\labeled_dataset\wide_text\0050_cut_001.jpg,0050_cut_001.jpg,50,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_001.jpg,0051_cut_001.jpg,51,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_002.jpg,0051_cut_002.jpg,51,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_004.jpg,0051_cut_004.jpg,51,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_005.jpg,0051_cut_005.jpg,51,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_006.jpg,0051_cut_006.jpg,51,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0051_cut_007.jpg,0051_cut_007.jpg,51,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\object_notext\0051_cut_003.jpg,0051_cut_003.jpg,51,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\object_notext\0051_cut_008.jpg,0051_cut_008.jpg,51,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\object_notext\0051_cut_009.jpg,0051_cut_009.jpg,51,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\object_notext\0051_cut_010.jpg,0051_cut_010.jpg,51,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\medium_notext\0052_cut_001.jpg,0052_cut_001.jpg,52,medium_notext,medium,0,medium_notext
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_008.jpg,0052_cut_008.jpg,52,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_009.jpg,0052_cut_009.jpg,52,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_010.jpg,0052_cut_010.jpg,52,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_014.jpg,0052_cut_014.jpg,52,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_015.jpg,0052_cut_015.jpg,52,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0052_cut_016.jpg,0052_cut_016.jpg,52,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\object_notext\0052_cut_004.jpg,0052_cut_004.jpg,52,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\object_notext\0052_cut_006.jpg,0052_cut_006.jpg,52,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\object_notext\0052_cut_022.jpg,0052_cut_022.jpg,52,object_notext,object,0,object_notext
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_002.jpg,0052_cut_002.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_003.jpg,0052_cut_003.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_005.jpg,0052_cut_005.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_007.jpg,0052_cut_007.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_011.jpg,0052_cut_011.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_012.jpg,0052_cut_012.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_013.jpg,0052_cut_013.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_017.jpg,0052_cut_017.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_018.jpg,0052_cut_018.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\object_text\0052_cut_020.jpg,0052_cut_020.jpg,52,object_text,object,1,object_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0052_cut_019.jpg,0052_cut_019.jpg,52,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0053_cut_018.jpg,0053_cut_018.jpg,53,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0053_cut_019.jpg,0053_cut_019.jpg,53,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_001.jpg,0053_cut_001.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_002.jpg,0053_cut_002.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_003.jpg,0053_cut_003.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_004.jpg,0053_cut_004.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_005.jpg,0053_cut_005.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_006.jpg,0053_cut_006.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_007.jpg,0053_cut_007.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_008.jpg,0053_cut_008.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_009.jpg,0053_cut_009.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_010.jpg,0053_cut_010.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_011.jpg,0053_cut_011.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_012.jpg,0053_cut_012.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_013.jpg,0053_cut_013.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_014.jpg,0053_cut_014.jpg,53,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0053_cut_015.jpg,0053_cut_015.jpg,53,medium_text,medium,1,medium_text
